type,model_mkt,display_name
monitors,ProArt Display PA329CV,ProArt Display PA329CV
monitors,ProArt Display PA278CV,ProArt Display PA278CV
monitors,ProArt Display PA278CFRV,ProArt Display PA278CFRV
monitors,ProArt Display PA328CGV,ProArt Display PA328CGV
monitors,VP32UQ,VP32UQ
monitors,VP32AQ,VP32AQ
monitors,ROG Strix XG27AQ,ROG Strix XG27AQ
monitors,ROG Strix XG27AQM,ROG Strix XG27AQM
monitors,ROG Strix XG27AQM EVA Edition,ROG Strix XG27AQM EVA 限定版
monitors,ROG Strix XG349C,ROG Strix XG349C
monitors,VA27VQSE,VA27VQSE
monitors,ZenScreen MB165B,ZenScreen MB165B
monitors,ProArt Display PA169CDV,ProArt Display PA169CDV
monitors,ProArt Display PA147CDV,ProArt Display PA147CDV
monitors,TUF Gaming VG24VQ1B,TUF Gaming VG24VQ1B
monitors,TUF GAMING VG277Q1A,TUF GAMING VG277Q1A
monitors,TUF GAMING VG247Q1A,TUF GAMING VG247Q1A
monitors,ROG Swift PG32UQ,ROG Swift PG32UQ
monitors,TUF Gaming VG28UQL1A,TUF Gaming VG28UQL1A
monitors,VA247HE,VA247HE
monitors,VZ27EHF, VZ27EHF
monitors,ASUS VZ27EHE,ASUS VZ27EHE
monitors,VZ24EHF, VZ24EHF
monitors,ASUS VZ24EHE,ASUS VZ24EHE
monitors,ASUS ZenScreen MB166C,ASUS ZenScreen MB166C
monitors,ZenScreen MB166B,ZenScreen MB166B
monitors,ZenScreen MB166CR,ZenScreen MB166CR
monitors,ASUS ZenScreen OLED MQ13AH,ASUS ZenScreen OLED MQ13AH
monitors,VA329HE,VA329HE
monitors,VP299CL,VP299CL
monitors,ASUS ZenScreen GO MB16AWP,ASUS ZenScreen GO MB16AWP
monitors,ROG Strix XG259CM,ROG Strix XG259CM
monitors,ROG Strix XG259QN,ROG Strix XG259QN
monitors,TUF Gaming VG32AQL1A,TUF Gaming VG32AQL1A
monitors,TUF Gaming VG32AQA1A,TUF Gaming VG32AQA1A
monitors,ROG Strix XG309CM,ROG Strix XG309CM
monitors,TUF Gaming VG30VQL1A,TUF Gaming VG30VQL1A
monitors,ASUS ZenScreen OLED MQ16AH,ASUS ZenScreen OLED MQ16AH
monitors,ASUS ZenScreen OLED MQ16AHE,ASUS ZenScreen OLED MQ16AHE
monitors,ROG Strix XG276Q,ROG Strix XG276Q
monitors,ROG Strix XG256Q,ROG Strix XG256Q
monitors,TUF Gaming VG27AC1A,TUF Gaming VG27AC1A
monitors,ProArt Display PA348CGV,ProArt Display PA348CGV
monitors,ProArt Display OLED PA27DCE-K,ProArt Display OLED PA27DCE-K
monitors,ROG Swift 360Hz PG27AQN,ROG Swift 360Hz PG27AQN
monitors,ROG Swift PG32UQXR,ROG Swift PG32UQXR
monitors,ROG Swift OLED PG48UQ,ROG Swift OLED PG48UQ
monitors,ROG Swift OLED PG42UQ,ROG Swift OLED PG42UQ
monitors,ASUS ZenScreen MB249C,ASUS ZenScreen MB249C
monitors,VP227HE,VP227HE
monitors,ZenScreen Touch MB16AHT,ZenScreen Touch MB16AHT
monitors,ROG Strix XG32AQ,ROG Strix XG32AQ
monitors,ROG Strix XG32UQ,ROG Strix XG32UQ
monitors,VP289Q,VP289Q
monitors,ProArt Display PA279CRV,ProArt Display PA279CRV
monitors,ROG Strix XG27AQV,ROG Strix XG27AQV
monitors,VZ247HEG1R,VZ247HEG1R
monitors,ROG Strix XG49WCR,ROG Strix XG49WCR
monitors,ROG Strix XG27AQMR,ROG Strix XG27AQMR
monitors,TUF Gaming VG32UQA1A,TUF Gaming VG32UQA1A
monitors,ROG Swift PG38UQ,ROG Swift PG38UQ
monitors,ASUS ZenScreen MB16QHG,ASUS ZenScreen MB16QHG
monitors,ASUS ZenScreen MB17AHG,ASUS ZenScreen MB17AHG
monitors,ROG Swift OLED PG27AQDM,ROG Swift OLED PG27AQDM
monitors,TUF Gaming VG328QA1A,TUF Gaming VG328QA1A
monitors,ZenScreen MB229CF,ZenScreen MB229CF
monitors,ROG Swift Pro PG248QP,ROG Swift Pro PG248QP
monitors,ASUS ZenScreen MB16AHG,ASUS ZenScreen MB16AHG
monitors,ProArt Display PA24ACRV,ProArt Display PA24ACRV
monitors,HA2741A,HA2741A
monitors,TUF Gaming VG27AQ3A,TUF Gaming VG27AQ3A
monitors,VY229HE,VY229HE
monitors,VY229Q,VY229Q
monitors,ProArt Display PA24US,ProArt Display PA24US
monitors,TUF Gaming VG279Q3A,TUF Gaming VG279Q3A
monitors,TUF Gaming VG27AQL3A,TUF Gaming VG27AQL3A
monitors,TUF Gaming VG27AQL3A-W,TUF Gaming VG27AQL3A-W
monitors,TUF Gaming VG249Q3A,TUF Gaming VG249Q3A
monitors,ROG Swift OLED PG49WCD,ROG Swift OLED PG49WCD
monitors,VP327Q,VP327Q
monitors,VU279CFE-B,VU279CFE
monitors,VU279CFE-M,VU279CFE
monitors,VU249CFE-B,VU249CFE
monitors,VU249CFE-M,VU249CFE
monitors,ROG Swift OLED PG34WCDM,ROG Swift OLED PG34WCDM
monitors,ROG Strix XG259QNS-W,ROG Strix XG259QNS-W
monitors,TUF Gaming VG259Q3A,TUF Gaming VG259Q3A
monitors,,ROG Strix XG27WCS
monitors,ROG Strix XG27ACS,ROG Strix XG27ACS
monitors,,ROG Swift OLED PG39WCDM
monitors,ROG Strix XG27UCS,ROG Strix XG27UCS
monitors,ROG Swift OLED PG32UCDM,ROG Swift OLED PG32UCDM
monitors,VY27UQ,VY27UQ
monitors,,ROG Strix XG32WCMS
monitors,TUF Gaming VG27VQ3B,TUF Gaming VG27VQ3B
monitors,TUF Gaming VG34VQ3B,TUF Gaming VG34VQ3B
monitors,,ROG Strix XG32WCS
monitors,,ROG Strix OLED XG27AQDMG
graphics-cards,2021 ROG XG Mobile,2021 ROG XG Mobile
servers,ESC8000A-E11,ESC8000A-E11
wearable-healthcare,ASUS HealthHub Max,ASUS HealthHub Max
desktops,ExpertCenter Pro ET700I W7,WS890T
accessories,120W NB Adapter N120,120W NB Adapter N120
accessories,ASUS 90W Universal Adapter,ASUS 90W Universal Adapter
accessories,ROG GM50 Mouse Pad,ROG GM50 Mouse Pad
accessories,ROG GM50 Plus Mouse Pad,ROG GM50 Plus Mouse Pad
accessories,WT425,WT425
accessories,ROG GX860 Buzzard Mouse,ROG GX860 Buzzard Mouse
accessories,ROG Ranger Messenger,ROG Ranger Messenger
accessories,ROG Ranger Backpack,ROG Ranger Backpack
accessories,WT300,WT300
accessories,ASUS 65W USB-C Adapter,ASUS 65W USB-C Adapter
accessories,ProArt Mouse MD300,ProArt Mouse MD300
accessories,ROG Ranger BP2500 Gaming Backpack,ROG Ranger BP2500 Gaming Backpack
accessories,ROG Ranger BP1500 Gaming Backpack,ROG Ranger BP1500 Gaming Backpack
accessories,MU101C Wired Blue Ray Mouse,MU101C Wired Blue Ray Mouse
accessories,ROG Ranger BP3703 Core Gaming Backpack,ROG Ranger BP3703 Core Gaming Backpack
accessories,ROG Ranger BP3703 Gaming Backpack,ROG Ranger BP3703 Gaming Backpack
accessories,MW202,MW202
accessories,ROG Ranger BP1503 Gaming Backpack,ROG Ranger BP1503 Gaming Backpack
accessories,ASUS MW203 Multi-Device Wireless Silent Mouse,ASUS MW203 多重裝置無線靜音滑鼠
accessories,ROG Ranger BC1002 Crossbody Bag,ROG Ranger BC1002 Crossbody Bag
accessories,ROG Ranger BC1001 Waist Pack,ROG Ranger BC1001 Waist Pack
accessories,ROG Ranger BP2701 Gaming Backpack,ROG Ranger BP2701 Gaming Backpack
accessories,ROG Ranger BP2701 Gaming Backpack (Cybertext Edition),ROG Ranger BP2701 電競背包 (電馭文限定版)
accessories,ROG 240W DC Adapter,ROG 240W DC Adapter
accessories,ASUS PEN SA201H,ASUS Pen (SA201H)
accessories,ROG BP4701 Gaming Backpack,ROG BP4701 電競後背包
accessories,ROG Ranger Carry Sleeve 15.6,ROG Ranger Carry Sleeve 15.6
accessories,CW100 Wireless Keyboard and Mouse Set,ASUS Wireless Keyboard and Mouse Set CW100
accessories,ROG SLASH Inside Out Camp Cap,ROG SLASH Inside Out Camp Cap
accessories,ROG SLASH Swappable Label Cap,ROG SLASH Swappable Label Cap
accessories,ROG SLASH Classic Baseball Cap,ROG SLASH Classic Baseball Cap
accessories,ROG SLASH Sling Bag,ROG SLASH Sling Bag
accessories,ROG SLASH Classic Messenger Bag,ROG SLASH Classic Messenger Bag
accessories,ROG SLASH Multi-use Drawstring Bag,ROG SLASH Multi-use Drawstring Bag
accessories,ROG 100W USB-C Adapter,ROG 100W USB-C Adapter
accessories,ASUS SmartO Mouse MD200,ASUS SmartO Mouse MD200
accessories,ASUS SmartO Mouse MD200 Silent Plus,ASUS SmartO MD200 Silent Plus 滑鼠
accessories,ASUS Marshmallow Mouse MD100,ASUS Marshmallow 無線滑鼠 MD100
accessories,ASUS Marshmallow Mouse MD100 Philip Colbert Edition,ASUS Marshmallow Mouse MD100 Philip Colbert Edition
accessories,ASUS Marshmallow Mouse MD100 Steven Harrington Edition,ASUS Marshmallow Mouse MD100 Steven Harrington Edition
accessories,ASUS Marshmallow Mouse MD100 Lite,ASUS Marshmallow 無線滑鼠 MD100 Lite
accessories,ROG Archer Messenger 14,ROG Archer Messenger 14
accessories,ROG Archer Backpack 15.6,ROG Archer Backpack 15.6
accessories,ProArt Mouse Pad PS201,ProArt Mouse Pad PS201
accessories,ASUS 100W 3-Port GaN Charger,ASUS 100W 3-Port GaN Charger
accessories,ASUS Pen 2.0 SA203H,ASUS Pen 2.0 (SA203H)
accessories,ROG Archer Weekender 17,ROG Archer Weekender 17
accessories,ROG Archer Backpack 17,ROG Archer Backpack 17
accessories,ROG SLASH Bucket Hat,ROG SLASH 漁夫帽
accessories,ROG SLASH Cobra Buckle Cap,ROG SLASH Cobra 扣帶棒球帽
accessories,ROG SLASH Backpack,ROG SLASH 背包
accessories,ROG SLASH Hip Bag,ROG SLASH 腰包
accessories,ROG SLASH Protective Laptop Bag,ROG SLASH 筆電包
accessories,ROG SLASH Crossbody Bag,ROG SLASH 斜揹小方包
accessories,ASUS Vantage Briefcase 15.6,ASUS Vantage Briefcase 15.6
accessories,ASUS USB-C Mini Dock,ASUS USB-C Mini Dock
accessories,ASUS Vivobook 13 Slate OLED Sleeve Philip Colbert Edition,ASUS Vivobook 13 Slate OLED Sleeve Philip Colbert Edition
accessories,ASUS Vivobook 13 Slate OLED Sleeve Steven Harrington Edition,ASUS Vivobook 13 Slate OLED Sleeve Steven Harrington Edition
accessories,ROG 65W Adapter & 1.2m USB-C Cable,ROG 65W USB-C 變壓器及1.2M充電線
accessories,ASUS Marshmallow Keyboard KW100,ASUS Marshmallow 無線鍵盤 KW100
accessories,ProArt Backpack,ProArt 背包
accessories,ASUS Triple Display USB-C Dock DC300,ASUS Triple Display USB-C 擴充基座
accessories,ASUS Triple 4K Thunderbolt 4 Dock DC500,ASUS Triple 4K Thunderbolt™ 4 擴充基座
accessories,ROG Gaming Charger Dock,ROG 電競多合一充電器
accessories,ASUS Vigour Backpack,ASUS Vigour 後背包
accessories,ROG Ranger Carry Sleeve 16,ROG Ranger Carry Sleeve 16
accessories,ASUS 65W USB-C GaN Charger,ASUS 65W USB-C GaN 充電器
accessories,ASUS 100W USB-C Cable,ASUS 100W USB-C 充電連接線
aiot,EBS-A700,EBS-A700
aiot,PE2100U,PE2100U
aiot,EBS-S300W,EBS-S300W
aiot,PE1000S,PE1000S
aiot,PE5101D,PE5101D
aiot,MDS-M700,MDS-M700
aiot,EBS-A710,EBS-A710
nucs,ASUS NUC 14 Pro Kit,ASUS NUC 14 Pro
nucs,ROG NUC,ROG NUC
nucs,ASUS NUC 14 Pro Plus Mini PC,ASUS NUC 14 Pro+
phones,ROG Phone,ROG Phone
aiot,AI Accelerator PCIe Card,AI Accelerator PCIe Card
mini-pcs,Mini PC PB60,Mini PC PB60
mini-pcs,ASUS Chromebox 4,ASUS Chromebox 4
mini-pcs,ASUS ExpertCenter PN64,ASUS ExpertCenter PN64
mini-pcs,ASUS ExpertCenter PN53,ASUS ExpertCenter PN53
mini-pcs,Mini PC PL64,Mini PC PL64
mini-pcs,ASUS ExpertCenter PN42,ASUS ExpertCenter PN42
mini-pcs,ASUS Chromebox 5,ASUS Chromebox 5
mini-pcs,ASUS MiniPC PB63,ASUS MiniPC PB63
mini-pcs,ASUS ExpertCenter PN65,ASUS ExpertCenter PN65
phones,ROG Phone II,ROG Phone II
phones,ROG Phone 3,ROG Phone 3
phones,ROG Phone 5,ROG Phone 5
phones,ROG Phone 5 Ultimate,ROG Phone 5 Ultimate
phones,Zenfone 8,Zenfone 8
phones,Smartphone for Snapdragon Insiders,Smartphone for Snapdragon Insiders
phones,ROG Phone 5s Pro,ROG Phone 5s Pro
phones,ROG Phone 5s,ROG Phone 5s
phones,ROG Phone 6,ROG Phone 6
phones,ROG Phone 6 Pro,ROG Phone 6 Pro
phones,ROG Phone 6 Diablo Immortal Edition,ROG Phone 6 暗黑破壞神 永生不朽版
phones,Zenfone 9,Zenfone 9
phones,ROG Phone 6D Ultimate,ROG Phone 6D Ultimate
phones,ROG Phone 6D,ROG Phone 6D
phones,ROG Phone 6 BATMAN Edition,ROG Phone 6 蝙蝠俠版
phones,ROG Phone 7,ROG Phone 7
phones,ROG Phone 7 Ultimate,ROG Phone 7 Ultimate
phones,Zenfone 10,Zenfone 10
phones,ROG Phone 8,ROG Phone 8
phones,ROG Phone 8 Pro,ROG Phone 8 Pro
phones,ROG Phone 8 Pro Edition,ROG Phone 8 Pro
phones,Zenfone 11 Ultra,Zenfone 11 Ultra
laptops,UX391UA,Zenbook S UX391
laptops,C101PA,ASUS Chromebook Flip C101
laptops,UX580GE,ASUS Zenbook Pro 15 UX580
laptops,S530UN,ASUS Vivobook S15 S530
laptops,S530UF,ASUS Vivobook S15 S530
laptops,ASUS Vivobook 15 X542UF,ASUS Vivobook 15 X542UF
laptops,S430UN,ASUS Vivobook S14 S430
laptops,UX362FA,ASUS Zenbook Flip 13 UX362
laptops,UX480FD,ASUS Zenbook Pro 14 UX480
laptops,S430FN,ASUS Vivobook S14 S430
laptops,ASUSPRO B9440,ASUSPRO B9440
all-in-one-pcs,Zen AiO Pro 24 ZN242,ASUS Zen AiO 24 ZN242
servers,RS520-E9-RS12-E,RS520-E9-RS12-E
servers,RS700A-E9-RS12V2,RS700A-E9-RS12V2
servers,RS700A-E9-RS4V2,RS700A-E9-RS4V2
servers,ESC4000 G4,ESC4000 G4
servers,RS720A-E9-RS24V2,RS720A-E9-RS24V2
desktops,ESC700 G4,ESC700 G4
desktops,WS880T,WS880T
servers,RS300-E10-PS4,RS300-E10-PS4
servers,RS300-E10-RS4,RS300-E10-RS4
servers,TS100-E10-PI4,TS100-E10-PI4
servers,RS100-E10-PI2,RS100-E10-PI2
servers,ESC8000 G4,ESC8000 G4
servers,ESC8000 G4/10G,ESC8000 G4/10G
servers,TS300-E10-PS4,TS300-E10-PS4
servers,RS500A-E10-PS4,RS500A-E10-PS4
servers,RS500A-E10-RS4,RS500A-E10-RS4
servers,RS500A-E10-RS12U,RS500A-E10-RS12U
servers,RS700-E10-RS12U,RS700-E10-RS12U
desktops,Pro E500 G6,Pro E500 G6
servers,ESC4000A-E10,ESC4000A-E10
servers,RS700A-E11-RS4U,RS700A-E11-RS4U
servers,RS720A-E11-RS24U,RS720A-E11-RS24U
servers,RS720A-E11-RS12E,RS720A-E11-RS12E
servers,RS720A-E11-RS12,RS720A-E11-RS12
desktops,WS750T,WS750T
servers,RS500A-E11-RS12U,RS500A-E11-RS12U
servers,RS700-E11-RS12U,RS700-E11-RS12U
servers,RS700-E11-RS4U,RS700-E11-RS4U
servers,RS300-E11-RS4,RS300-E11-RS4
servers,RS720-E11-RS12U,RS720-E11-RS12U
servers,RS720-E11-RS24U,RS720-E11-RS24U
servers,RS700A-E12-RS12U,RS700A-E12-RS12U
servers,RS700A-E12-RS4U,RS700A-E12-RS4U
servers,RS720A-E12-RS24U,RS720A-E12-RS24U
servers,RS720A-E12-RS24,RS720A-E12-RS24
servers,RS720A-E12-RS12,RS720A-E12-RS12
desktops,ExpertCenter E500 G9,E500 G9
desktops,WS760T,WS760T
servers,RS520A-E12-RS24U,RS520A-E12-RS24U
servers,RS520A-E12-RS12U,RS520A-E12-RS12U
servers,ESC8000A-E12,ESC8000A-E12
servers,ESC8000A-E12P,ESC8000A-E12P
servers,ESC8000-E11,ESC8000-E11
servers,ESC8000-E11P,ESC8000-E11P
servers,RS500A-E12-RS12U,RS500A-E12-RS12U
servers,RS500A-E12-RS4U,RS500A-E12-RS4U
servers,RS720Q-E11-RS8U,RS720Q-E11-RS8U
servers,ESC4000-E11,ESC4000-E11
servers,ESC4000A-E12,ESC4000A-E12
servers,TS100-E11-PI4,TS100-E11-PI4
servers,RS100-E11-PI2,RS100-E11-PI2
servers,RS720QA-E12-RS8U,RS720QA-E12-RS8U
servers,ESC N8-E11,ESC N8-E11
servers,EG500-E11-RS2-R,EG500-E11-RS2-R
servers,EG500-E11-RS4-R,EG500-E11-RS4-R
servers,RS720Q-E11-IM,RS720Q-E11-IM
servers,RS723Q-E11-RS24,RS723Q-E11-RS24
servers,RS720QN-E11-RS24U,RS720QN-E11-RS24U
servers,RS300-E12-PS4,RS300-E12-PS4
servers,RS300-E12-RS4,RS300-E12-RS4
servers,EG520-E11-RS6-R,EG520-E11-RS6-R
servers,EG520-E11-RS10-R,EG520-E11-RS10-R
desktops,ExpertCenter E500A,ExpertCenter E500A
desktops,WS770T,WS770T
accessories,U2000 Keyboard + Mouse Set,U2000 Keyboard + Mouse Set
accessories,ROG SHUTTLE II BACKPACK,ROG SHUTTLE II BACKPACK
accessories,GX1000 Eagle Eye Mouse,GX1000 Eagle Eye Mouse
accessories,ASUS NEREUS BACKPACK,ASUS NEREUS BACKPACK
monitors,VB178N,VB178N
laptops,ASUS Chromebook C202 (MediaTek),ASUS Chromebook C202
laptops,ASUS Chromebook Flip C214,ASUS Chromebook Flip C214
laptops,ASUS Chromebook C223,ASUS Chromebook C223
laptops,ASUS Chromebook C403,ASUS Chromebook C403
laptops,ASUS Chromebook C423,ASUS Chromebook C423
laptops,ASUS Chromebook Flip C434,ASUS Chromebook Flip C434
laptops,ASUS Chromebook Flip C436,ASUS Chromebook Flip C436
laptops,ASUS Chromebook C523,ASUS Chromebook C523
laptops,E203MA,ASUS E203
laptops,E210MA,ASUS E210
laptops,E410MA,ASUS E410
laptops,E410KA,ASUS Vivobook Go 14 (E410)
laptops,E510MA,ASUS E510
laptops,E510KA,ASUS Vivobook Go 15 (E510)
laptops,G513RM,ROG Strix G15 (2022)
laptops,G513RC,ROG Strix G15 (2022)
laptops,G533QM,ROG Strix SCAR 15
laptops,G533QS,ROG Strix SCAR 15
laptops,G533QR,ROG Strix SCAR 15
laptops,G533ZW,ROG Strix Scar 15 (2022)
laptops,G533ZM,ROG Strix Scar 15 (2022)
laptops,G614JV,ROG Strix G16 (2023)
laptops,G614JU,ROG Strix G16 (2023)
laptops,G614JZ,ROG Strix G16 (2023)
laptops,G614JIR,ROG Strix G16 (2024)
laptops,G614JVR,ROG Strix G16 (2024)
laptops,G634JZ,ROG Strix Scar 16 (2023)
laptops,G634JZR,ROG Strix SCAR 16 (2024)
laptops,G713RW,ROG Strix G17 (2022)
laptops,G713RM,ROG Strix G17 (2022)
laptops,G713PV,ROG Strix G17 (2023)
laptops,G713PI,ROG Strix G17 (2023)
laptops,G733ZM,ROG Strix Scar 17 (2022)
laptops,G733ZW,ROG Strix Scar 17 (2022)
laptops,G733CX,ROG Strix Scar 17 SE (2022)
laptops,G733PZ,ROG Strix SCAR 17 (2023)
laptops,G814JV,ROG Strix G18 (2023)
laptops,G814JI,ROG Strix G18 (2023)
laptops,G814JIR,ROG Strix G18 (2024)
laptops,G814JVR,ROG Strix G18 (2024)
laptops,G834JY,ROG Strix Scar 18 (2023)
laptops,G834JZ,ROG Strix Scar 18 (2023)
laptops,G834JZR,ROG Strix SCAR 18 (2024)
laptops,G834JYR,ROG Strix SCAR 18 (2024)
laptops,K413JQ,Vivobook 14 K413
laptops,S513EP,Vivobook S15 S513 (11th Gen Intel)
laptops,K513EQ,ASUS Vivobook 15 K513EQ
laptops,Vivobook 15 S513EQ,Vivobook S15 S513 (11th Gen Intel)
laptops,D413IA,ASUS Vivobook 14 D413
laptops,D513I,D513I
laptops,M513UA,"ASUS Vivobook 15 OLED (M513, AMD Ryzen 5000 series)"
laptops,X515UA,ASUS M515 (AMD Ryzen™ 5000 Series)
gaming-handhelds,RC71L,ROG Ally (2023)
gaming-handhelds,,ROG Ally X (2024)
laptops,S333JA,ASUS Vivobook S13 S333
laptops,S333JP,ASUS Vivobook S13 S333
laptops,S431FL,ASUS Vivobook S14 S431
laptops,S432FL,ASUS Vivobook S14 S432
laptops,S433EA,Vivobook S14 S433 (11th Gen Intel)
laptops,S433FL,ASUS Vivobook S14 S433
laptops,S433JQ,ASUS Vivobook S14 S433
laptops,S433EQ,Vivobook S14 S433 (11th Gen Intel)
laptops,S435EA,Vivobook S14 (S435)
laptops,S530FN,ASUS Vivobook S15 S530
laptops,K530FN,ASUS Vivobook S15 K530FN
laptops,S531FL,ASUS Vivobook S15 S531
laptops,S532FL,ASUS Vivobook S15 S532
laptops,S533FL,ASUS Vivobook S15 S533
laptops,S533EQ,Vivobook S15 S533 (11th Gen Intel)
laptops,S533JQ,ASUS Vivobook S15 S533
all-in-one-pcs,ASUS Vivo AiO V222GA,ASUS Vivo AIO 22 V222
all-in-one-pcs,ASUS Vivo AiO V241FA,ASUS Vivo AIO 24 V241
all-in-one-pcs,ASUS V241,ASUS Vivo AIO 24 V241
all-in-one-pcs,ASUS V272,ASUS Vivo AIO 27 V272
all-in-one-pcs,ASUS Vivo AiO V272UA,ASUS Vivo AIO 27 V272
laptops,ASUS Vivobook 14 X403FA,ASUS Vivobook 14 S403JA
laptops,X409FB,ASUS X409
laptops,X409FJ,ASUS X409
laptops,X409MA,ASUS X409
laptops,X409JB,ASUS X409
laptops,X409JP,ASUS X409
laptops,X412FA,ASUS Vivobook 14 X412
laptops,X412FL,ASUS Vivobook 14 X412
laptops,ASUS Vivobook 14 S412FL,ASUS Vivobook S14 S412FL
laptops,X412FJ,ASUS Vivobook 14 X412
laptops,X413FA,ASUS Vivobook 14 X413
laptops,X413FP,ASUS Vivobook 14 X413
laptops,X413JA,ASUS Vivobook 14 X413
laptops,X413JP,ASUS Vivobook 14 X413
laptops,X413EP,Vivobook 14 X413 (11th gen Intel)
laptops,X415JP,ASUS X415
laptops,X415JA,ASUS X415
laptops,X415JF,ASUS X415
laptops,X415EA,ASUS X415 (11th Gen Intel)
laptops,X415EP,ASUS X415 (11th Gen Intel)
laptops,X420FA,ASUS Vivobook 14 X420
laptops,X509FJ,ASUS X509
laptops,X509FB,ASUS X509
laptops,X509FL,ASUS X509
laptops,X509MA,ASUS X509
laptops,X512FB,Vivobook 15 X512
laptops,X512DK,Vivobook 15 X512
laptops,X512FJ,Vivobook 15 X512
laptops,X512FL,Vivobook 15 X512
laptops,X513EP,ASUS Vivobook 15 X513 (11th gen Intel)
laptops,X515JA,ASUS X515
laptops,X515JP,ASUS X515
laptops,X515JF,ASUS X515
laptops,X515MA,ASUS X515
laptops,X515EA,ASUS X515 (11th Gen Intel)
laptops,X515EP,ASUS X515 (11th Gen Intel)
laptops,X1500KA,ASUS Vivobook 15 (X1500)
laptops,X571GT,ASUS X571
laptops,X571GD,ASUS X571
laptops,K571LI,ASUS Vivobook 15 K571
laptops,X571LI,ASUS Vivobook 15 X571
laptops,X571LH,ASUS Vivobook 15 X571
laptops,X712FB,ASUS Vivobook 17 X712
laptops,X712EA,"ASUS VivoBook 17 (X712, 11th Gen Intel)"
laptops,X712EQ,"ASUS VivoBook 17 (X712, 11th Gen Intel)"
all-in-one-pcs,Zen AiO 27 Z272,ASUS Zen AiO 27 Z272
laptops,ExpertBook B3 Detachable (B3000),ExpertBook B3 Detachable (B3000)
laptops,E1404GA,ASUS Vivobook Go 14 (E1404G)
laptops,E1504FA,ASUS Vivobook Go 15 OLED (E1504F)
laptops,E1504GA,ASUS Vivobook Go 15 (E1504G)
laptops,FA506IV,ASUS TUF Gaming A15
laptops,FA506II,ASUS TUF Gaming A15
laptops,FA506IU,ASUS TUF Gaming A15
laptops,FA506IH,ASUS TUF Gaming A15
laptops,FA506QR,2021 ASUS TUF Gaming A15
laptops,FA506QM,2021 ASUS TUF Gaming A15
laptops,FA506IC,2021 ASUS TUF Gaming A15
laptops,FA506NF,2021 ASUS TUF Gaming A15
laptops,FA506NC,2021 ASUS TUF Gaming A15
laptops,FA507RE,ASUS TUF Gaming A15 (2022)
laptops,FA507RM,ASUS TUF Gaming A15 (2022)
laptops,FA507NV,ASUS TUF Gaming A15 (2023)
laptops,FA507NU,ASUS TUF Gaming A15 (2023)
laptops,FA507XI,ASUS TUF Gaming A15 (2023)
laptops,FA617NS,ASUS TUF Gaming A16 Advantage Edition (2023)
laptops,FA617XS,ASUS TUF Gaming A16 Advantage Edition (2023)
laptops,FA706IH,ASUS TUF Gaming A17
laptops,FA706QM,2021 ASUS TUF Gaming A17
laptops,FA706IC,2021 ASUS TUF Gaming A17
laptops,FA706NF,2021 ASUS TUF Gaming A17
laptops,FA707RM,ASUS TUF Gaming A17 (2022)
laptops,FA707RC,ASUS TUF Gaming A17 (2022)
laptops,FA707NV,ASUS TUF Gaming A17 (2023)
laptops,FA707NU,ASUS TUF Gaming A17 (2023)
laptops,FX505DU,ASUS TUF Gaming FX505DD/DT/DU
laptops,FX505DD,ASUS TUF Gaming FX505DD/DT/DU
laptops,FX505DT,ASUS TUF Gaming FX505DD/DT/DU
laptops,FX506LI,ASUS TUF Gaming F15
laptops,FX506LH,ASUS TUF Gaming F15
laptops,FX506LU,ASUS TUF Gaming F15
laptops,FX506HE,2021 ASUS TUF Gaming F15
laptops,FX506HC,2021 ASUS TUF Gaming F15
laptops,FX506HM,2021 ASUS TUF Gaming F15
laptops,FX506HF,2021 ASUS TUF Gaming F15
laptops,FX507ZM,ASUS TUF Gaming F15 (2022)
laptops,FX507ZE,ASUS TUF Gaming F15 (2022)
laptops,FX507VV,ASUS TUF Gaming F15 (2023)
laptops,FX507VU,ASUS TUF Gaming F15 (2023)
laptops,FX507ZV,ASUS TUF Gaming F15 (2023)
laptops,FX507ZU,ASUS TUF Gaming F15 (2023)
laptops,FX507VI,ASUS TUF Gaming F15 (2023)
laptops,,ASUS TUF Gaming F15 (2023)
laptops,FX507ZC4,ASUS TUF Gaming F15 (2022)
laptops,FX516PC,2021 ASUS TUF Dash F15
laptops,FX516PM,2021 ASUS TUF Dash F15
laptops,FX516PE,2021 ASUS TUF Dash F15
laptops,FX516PR,2021 ASUS TUF Dash F15
laptops,FX517ZC,ASUS TUF Dash F15 (2022)
laptops,FX517ZM,ASUS TUF Dash F15 (2022)
laptops,FX607JU,ASUS TUF Gaming F16 (2024)
laptops,FX607JV,ASUS TUF Gaming F16 (2024)
laptops,FX706LI,ASUS TUF Gaming F17
laptops,TUF706HE,2021 ASUS TUF Gaming F17
laptops,FX706HF,2021 ASUS TUF Gaming F17
laptops,FX707ZE,ASUS TUF Gaming F17 (2022)
laptops,FX707ZM,ASUS TUF Gaming F17 (2022)
laptops,FX707VV,ASUS TUF Gaming F17 (2023)
laptops,FX707VU,ASUS TUF Gaming F17 (2023)
laptops,FX707ZV,ASUS TUF Gaming F17 (2023)
laptops,FX707ZU,ASUS TUF Gaming F17 (2023)
laptops,FX707ZC4,ASUS TUF Gaming F17 (2022)
desktops,G10CE,ROG Strix G10CE
desktops,G10DK,ROG Strix G10DK
desktops,G13CH,ROG Strix G13CH
